Gene	sgRNA	eff
GDF3	sgRNA025255	1
TP53BP2	sgRNA019464	1
TP53BP2	sgRNA019461	1
TP53BP2	sgRNA019462	1
TP53BP2	sgRNA019463	1
NANOGNB	sgRNA070211	1
NANOGNB	sgRNA070210	1
NANOGNB	sgRNA070209	1
NANOGNB	sgRNA070212	1
RBBP7	sgRNA015899	1
RBBP7	sgRNA015900	1
RBBP7	sgRNA015897	1
RBBP7	sgRNA015898	1
GSK3B	sgRNA007856	1
GSK3B	sgRNA007853	1
GSK3B	sgRNA007855	1
GSK3B	sgRNA007854	1
UBTF	sgRNA019899	1
UBTF	sgRNA019897	1
UBTF	sgRNA019898	1
UBTF	sgRNA019900	1
WDFY4	sgRNA046279	1
WDFY4	sgRNA046281	1
WDFY4	sgRNA046280	1
WDFY4	sgRNA046282	1
NDE1	sgRNA040665	1
NDE1	sgRNA040664	1
NDE1	sgRNA040663	1
NDE1	sgRNA040666	1
COMMD2	sgRNA037875	1
COMMD2	sgRNA037876	1
COMMD2	sgRNA037878	1
COMMD2	sgRNA037877	1
C2orf68	sgRNA071242	1
C2orf68	sgRNA071244	1
C2orf68	sgRNA071243	1
C2orf68	sgRNA071241	1
ITPK1	sgRNA009864	1
ITPK1	sgRNA009861	1
ITPK1	sgRNA009863	1
ITPK1	sgRNA009862	1
SIVA1	sgRNA028536	1
SIVA1	sgRNA028534	1
SIVA1	sgRNA028535	1
SIVA1	sgRNA028533	1
SLC25A10	sgRNA004119	1
SLC25A10	sgRNA004118	1
SLC25A10	sgRNA004120	1
SLC25A10	sgRNA004117	1
TOX	sgRNA025881	1
TOX	sgRNA025882	1
TOX	sgRNA025883	1
TOX	sgRNA025884	1
PARP3	sgRNA026794	1
PARP3	sgRNA026795	1
PARP3	sgRNA026796	1
PARP3	sgRNA026793	1
VARS2	sgRNA045206	1
VARS2	sgRNA045203	1
VARS2	sgRNA045204	1
VARS2	sgRNA045205	1
CTAGE4	sgRNA075166	1
CTAGE4	sgRNA075164	1
CTAGE4	sgRNA075167	1
CTAGE4	sgRNA075165	1
PILRA	sgRNA036997	1
PILRA	sgRNA036998	1
PILRA	sgRNA036995	1
PILRA	sgRNA036996	1
SOAT1	sgRNA017930	1
SOAT1	sgRNA017931	1
SOAT1	sgRNA017929	1
SOAT1	sgRNA017932	1
EBF2	sgRNA047863	1
EBF2	sgRNA047864	1
EBF2	sgRNA047865	1
EBF2	sgRNA047866	1
PAX2	sgRNA013326	1
PAX2	sgRNA013328	1
PAX2	sgRNA013325	1
PAX2	sgRNA013327	1
PKD1	sgRNA014039	1
PKD1	sgRNA014037	1
PKD1	sgRNA014038	1
PKD1	sgRNA014040	1
PPP2R5E	sgRNA014660	1
PPP2R5E	sgRNA014658	1
PPP2R5E	sgRNA014657	1
PPP2R5E	sgRNA014659	1
BMS1	sgRNA025986	1
BMS1	sgRNA025985	1
BMS1	sgRNA025987	1
BMS1	sgRNA025988	1
LGALSL	sgRNA036451	1
LGALSL	sgRNA036452	1
LGALSL	sgRNA036453	1
LGALSL	sgRNA036454	1
SCAPER	sgRNA037176	1
SCAPER	sgRNA037178	1
SCAPER	sgRNA037177	1
SCAPER	sgRNA037175	1
ENTPD7	sgRNA044939	1
ENTPD7	sgRNA044940	1
ENTPD7	sgRNA044942	1
ENTPD7	sgRNA044941	1
9-Mar	sgRNA056402	1
9-Mar	sgRNA056403	1
9-Mar	sgRNA056401	1
9-Mar	sgRNA056404	1
FHAD1	sgRNA057288	1
FHAD1	sgRNA057287	1
FHAD1	sgRNA057286	1
FHAD1	sgRNA057285	1
BCAS2	sgRNA027637	1
BCAS2	sgRNA027640	1
BCAS2	sgRNA027639	1
BCAS2	sgRNA027638	1
NOL9	sgRNA049698	1
NOL9	sgRNA049696	1
NOL9	sgRNA049695	1
NOL9	sgRNA049697	1
RNF157	sgRNA057245	1
RNF157	sgRNA057247	1
RNF157	sgRNA057248	1
RNF157	sgRNA057246	1
TXNRD2	sgRNA028587	1
TXNRD2	sgRNA028586	1
TXNRD2	sgRNA028588	1
TXNRD2	sgRNA028585	1
LACTB	sgRNA057110	1
LACTB	sgRNA057112	1
LACTB	sgRNA057109	1
LACTB	sgRNA057111	1
CATSPERD	sgRNA066850	1
CATSPERD	sgRNA066849	1
CATSPERD	sgRNA066852	1
CATSPERD	sgRNA066851	1
ATRX	sgRNA001506	1
ATRX	sgRNA001507	1
ATRX	sgRNA001505	1
ATRX	sgRNA001508	1
FCGR2B	sgRNA006158	1
FCGR2B	sgRNA006157	1
FCGR2B	sgRNA006159	1
FCGR2B	sgRNA006160	1
SMAD2	sgRNA010959	1
SMAD2	sgRNA010957	1
SMAD2	sgRNA010960	1
SMAD2	sgRNA010958	1
SMEK2	sgRNA045316	1
SMEK2	sgRNA045315	1
SMEK2	sgRNA045318	1
SMEK2	sgRNA045317	1
SIRPA	sgRNA061059	1
SIRPA	sgRNA061057	1
SIRPA	sgRNA061058	1
SIRPA	sgRNA061060	1
EFHC2	sgRNA051013	1
EFHC2	sgRNA051011	1
EFHC2	sgRNA051012	1
EFHC2	sgRNA051014	1
C2orf47	sgRNA049276	1
C2orf47	sgRNA049278	1
C2orf47	sgRNA049277	1
C2orf47	sgRNA049275	1
ATP13A4	sgRNA053188	1
ATP13A4	sgRNA053190	1
ATP13A4	sgRNA053189	1
ATP13A4	sgRNA053187	1
MKRN2OS	sgRNA075210	1
MKRN2OS	sgRNA075211	1
MKRN2OS	sgRNA075208	1
MKRN2OS	sgRNA075209	1
GABPB1	sgRNA006735	1
GABPB1	sgRNA006734	1
GABPB1	sgRNA006736	1
GABPB1	sgRNA006733	1
UGT2A1	sgRNA029608	1
UGT2A1	sgRNA029609	1
UGT2A1	sgRNA029610	1
UGT2A1	sgRNA029607	1
TTC3	sgRNA019685	1
TTC3	sgRNA019686	1
TTC3	sgRNA019688	1
TTC3	sgRNA019687	1
SLC9B1	sgRNA062264	1
SLC9B1	sgRNA062263	1
SLC9B1	sgRNA062262	1
SLC9B1	sgRNA062261	1
PPIAL4C	sgRNA074358	1
PPIAL4C	sgRNA074360	1
PPIAL4C	sgRNA074359	1
PPIAL4C	sgRNA074361	1
PODNL1	sgRNA050250	1
PODNL1	sgRNA050247	1
PODNL1	sgRNA050249	1
PODNL1	sgRNA050248	1
ZNF197	sgRNA027233	1
ZNF197	sgRNA027235	1
ZNF197	sgRNA027234	1
ZNF197	sgRNA027236	1
KPNA2	sgRNA010274	1
KPNA2	sgRNA010276	1
KPNA2	sgRNA010275	1
KPNA2	sgRNA010273	1
CTRB1	sgRNA004229	1
CTRB1	sgRNA004230	1
CTRB1	sgRNA004231	1
CTRB1	sgRNA004232	1
SPATA6L	sgRNA041458	1
SPATA6L	sgRNA041457	1
SPATA6L	sgRNA041455	1
SPATA6L	sgRNA041456	1
ZSWIM3	sgRNA061004	1
ZSWIM3	sgRNA061001	1
ZSWIM3	sgRNA061002	1
ZSWIM3	sgRNA061003	1
PDCD6IP	sgRNA026740	1
PDCD6IP	sgRNA026738	1
PDCD6IP	sgRNA026737	1
PDCD6IP	sgRNA026739	1
MED23	sgRNA024827	1
MED23	sgRNA024828	1
MED23	sgRNA024825	1
MED23	sgRNA024826	1
CLDN24	sgRNA075444	1
CLDN24	sgRNA075445	1
CLDN24	sgRNA075446	1
CLDN24	sgRNA075447	1
NEK4	sgRNA018399	1
NEK4	sgRNA018397	1
NEK4	sgRNA018400	1
NEK4	sgRNA018398	1
NDUFAB1	sgRNA012309	1
NDUFAB1	sgRNA012310	1
NDUFAB1	sgRNA012311	1
NDUFAB1	sgRNA012312	1
ELOVL7	sgRNA050548	1
ELOVL7	sgRNA050547	1
ELOVL7	sgRNA050549	1
ELOVL7	sgRNA050550	1
SPRED1	sgRNA063453	1
SPRED1	sgRNA063456	1
SPRED1	sgRNA063455	1
SPRED1	sgRNA063454	1
FAM221A	sgRNA069137	1
FAM221A	sgRNA069138	1
FAM221A	sgRNA069140	1
FAM221A	sgRNA069139	1
PEX14	sgRNA013697	1
PEX14	sgRNA013699	1
PEX14	sgRNA013698	1
PEX14	sgRNA013700	1
CAPG	sgRNA002284	1
CAPG	sgRNA002282	1
CAPG	sgRNA002283	1
CAPG	sgRNA002281	1
PRX	sgRNA046318	1
PRX	sgRNA046316	1
PRX	sgRNA046315	1
PRX	sgRNA046317	1
ABCA2	sgRNA000045	1
ABCA2	sgRNA000048	1
ABCA2	sgRNA000047	1
ABCA2	sgRNA000046	1
SOX8	sgRNA037068	1
SOX8	sgRNA037070	1
SOX8	sgRNA037069	1
SOX8	sgRNA037067	1
SHQ1	sgRNA041773	1
SHQ1	sgRNA041774	1
SHQ1	sgRNA041771	1
SHQ1	sgRNA041772	1
HAUS3	sgRNA049229	1
HAUS3	sgRNA049228	1
HAUS3	sgRNA049227	1
HAUS3	sgRNA049230	1
TPRA1	sgRNA059973	1
TPRA1	sgRNA059975	1
TPRA1	sgRNA059976	1
TPRA1	sgRNA059974	1
PGRMC1	sgRNA029336	1
PGRMC1	sgRNA029335	1
PGRMC1	sgRNA029337	1
PGRMC1	sgRNA029338	1
SPTA1	sgRNA018135	1
SPTA1	sgRNA018136	1
SPTA1	sgRNA018134	1
SPTA1	sgRNA018133	1
TRIM74	sgRNA070608	1
TRIM74	sgRNA070606	1
TRIM74	sgRNA070605	1
TRIM74	sgRNA070607	1
DRGX	sgRNA073914	1
DRGX	sgRNA073916	1
DRGX	sgRNA073915	1
DRGX	sgRNA073917	1
ACADL	sgRNA000098	1
ACADL	sgRNA000097	1
ACADL	sgRNA000100	1
ACADL	sgRNA000099	1
TAF9B	sgRNA039147	1
TAF9B	sgRNA039148	1
TAF9B	sgRNA039150	1
TAF9B	sgRNA039149	1
WBP11	sgRNA039387	1
WBP11	sgRNA039390	1
WBP11	sgRNA039388	1
WBP11	sgRNA039389	1
ERBB3	sgRNA005734	1
ERBB3	sgRNA005733	1
ERBB3	sgRNA005735	1
ERBB3	sgRNA005736	1
HAGH	sgRNA008152	1
HAGH	sgRNA008150	1
HAGH	sgRNA008149	1
HAGH	sgRNA008151	1
RYK	sgRNA016696	1
RYK	sgRNA016693	1
RYK	sgRNA016695	1
RYK	sgRNA016694	1
NAA40	sgRNA050073	1
NAA40	sgRNA050074	1
NAA40	sgRNA050071	1
NAA40	sgRNA050072	1
MOB1B	sgRNA056292	1
MOB1B	sgRNA056289	1
MOB1B	sgRNA056290	1
MOB1B	sgRNA056291	1
LRTOMT	sgRNA065551	1
LRTOMT	sgRNA065550	1
LRTOMT	sgRNA065552	1
LRTOMT	sgRNA065549	1
C17orf51	sgRNA068890	1
C17orf51	sgRNA068891	1
C17orf51	sgRNA068889	1
C17orf51	sgRNA068892	1
GRP	sgRNA007829	1
GRP	sgRNA007830	1
GRP	sgRNA007832	1
GRP	sgRNA007831	1
PBOV1	sgRNA046818	1
PBOV1	sgRNA046815	1
PBOV1	sgRNA046817	1
PBOV1	sgRNA046816	1
HSPE1-MOB4	sgRNA076123	1
HSPE1-MOB4	sgRNA076125	1
HSPE1-MOB4	sgRNA076124	1
HSPE1-MOB4	sgRNA076122	1
ACOT1	sgRNA073653	1
ACOT1	sgRNA073651	1
ACOT1	sgRNA073650	1
ACOT1	sgRNA073652	1
LOC100130357	sgRNA075276	1
LOC100130357	sgRNA075277	1
LOC100130357	sgRNA075278	1
LOC100130357	sgRNA075279	1
ECE2	sgRNA025722	1
ECE2	sgRNA025721	1
ECE2	sgRNA025724	1
ECE2	sgRNA025723	1
ZNF500	sgRNA034445	1
ZNF500	sgRNA034446	1
ZNF500	sgRNA034443	1
ZNF500	sgRNA034444	1
CPNE1	sgRNA023358	1
CPNE1	sgRNA023360	1
CPNE1	sgRNA023359	1
CPNE1	sgRNA023357	1
SUPT20HL1	sgRNA075265	1
SUPT20HL1	sgRNA075267	1
SUPT20HL1	sgRNA075266	1
SUPT20HL1	sgRNA075264	1
SERPINA9	sgRNA068582	1
SERPINA9	sgRNA068584	1
SERPINA9	sgRNA068583	1
SERPINA9	sgRNA068581	1
CPSF3	sgRNA039307	1
CPSF3	sgRNA039310	1
CPSF3	sgRNA039309	1
CPSF3	sgRNA039308	1
CXCL11	sgRNA017046	1
CXCL11	sgRNA017048	1
CXCL11	sgRNA017047	1
CXCL11	sgRNA017045	1
DNAH11	sgRNA022720	1
DNAH11	sgRNA022717	1
DNAH11	sgRNA022718	1
DNAH11	sgRNA022719	1
ZYX	sgRNA020920	1
ZYX	sgRNA020919	1
ZYX	sgRNA020917	1
ZYX	sgRNA020918	1
KIRREL	sgRNA042052	1
KIRREL	sgRNA042054	1
KIRREL	sgRNA042051	1
KIRREL	sgRNA042053	1
SIGLEC12	sgRNA055175	1
SIGLEC12	sgRNA055177	1
SIGLEC12	sgRNA055178	1
SIGLEC12	sgRNA055176	1
LHFP	sgRNA027283	1
LHFP	sgRNA027281	1
LHFP	sgRNA027282	1
LHFP	sgRNA027284	1
FOLR1	sgRNA006536	1
FOLR1	sgRNA006533	1
FOLR1	sgRNA006534	1
FOLR1	sgRNA006535	1
YKT6	sgRNA028806	1
YKT6	sgRNA028805	1
YKT6	sgRNA028803	1
YKT6	sgRNA028804	1
POM121C	sgRNA075122	1
POM121C	sgRNA075123	1
POM121C	sgRNA075120	1
POM121C	sgRNA075121	1
THOC1	sgRNA026639	1
THOC1	sgRNA026638	1
THOC1	sgRNA026640	1
THOC1	sgRNA026637	1
REL	sgRNA015981	1
REL	sgRNA015984	1
REL	sgRNA015983	1
REL	sgRNA015982	1
ARHGAP12	sgRNA056720	1
ARHGAP12	sgRNA056717	1
ARHGAP12	sgRNA056719	1
ARHGAP12	sgRNA056718	1
SSX2IP	sgRNA057926	1
SSX2IP	sgRNA057928	1
SSX2IP	sgRNA057927	1
SSX2IP	sgRNA057925	1
SHB	sgRNA017297	1
SHB	sgRNA017299	1
SHB	sgRNA017300	1
SHB	sgRNA017298	1
SLC38A3	sgRNA029781	1
SLC38A3	sgRNA029779	1
SLC38A3	sgRNA029782	1
SLC38A3	sgRNA029780	1
TM9SF4	sgRNA025939	1
TM9SF4	sgRNA025938	1
TM9SF4	sgRNA025940	1
TM9SF4	sgRNA025937	1
BCKDK	sgRNA027670	1
BCKDK	sgRNA027671	1
BCKDK	sgRNA027672	1
BCKDK	sgRNA027669	1
GPR18	sgRNA007545	1
GPR18	sgRNA007547	1
GPR18	sgRNA007548	1
GPR18	sgRNA007546	1
DDX58	sgRNA033235	1
DDX58	sgRNA033238	1
DDX58	sgRNA033236	1
DDX58	sgRNA033237	1
TAS1R1	sgRNA051430	1
TAS1R1	sgRNA051427	1
TAS1R1	sgRNA051429	1
TAS1R1	sgRNA051428	1
SUSD1	sgRNA047758	1
SUSD1	sgRNA047756	1
SUSD1	sgRNA047755	1
SUSD1	sgRNA047757	1
CCR7	sgRNA003462	1
CCR7	sgRNA003464	1
CCR7	sgRNA003463	1
CCR7	sgRNA003461	1
CHMP1A	sgRNA013445	1
CHMP1A	sgRNA013448	1
CHMP1A	sgRNA013447	1
CHMP1A	sgRNA013446	1
TMEM210	sgRNA075855	1
TMEM210	sgRNA075856	1
TMEM210	sgRNA075854	1
TMEM210	sgRNA075857	1
TRPV1	sgRNA020188	1
TRPV1	sgRNA020185	1
TRPV1	sgRNA020186	1
TRPV1	sgRNA020187	1
RAMP3	sgRNA027574	1
RAMP3	sgRNA027576	1
RAMP3	sgRNA027575	1
RAMP3	sgRNA027573	1
THNSL2	sgRNA042114	1
THNSL2	sgRNA042111	1
THNSL2	sgRNA042112	1
THNSL2	sgRNA042113	1
SFR1	sgRNA058132	1
SFR1	sgRNA058131	1
SFR1	sgRNA058130	1
SFR1	sgRNA058129	1
SH3BGR	sgRNA017272	1
SH3BGR	sgRNA017271	1
SH3BGR	sgRNA017269	1
SH3BGR	sgRNA017270	1
NHLRC1	sgRNA070618	1
NHLRC1	sgRNA070619	1
NHLRC1	sgRNA070617	1
NHLRC1	sgRNA070620	1
ROGDI	sgRNA049479	1
ROGDI	sgRNA049480	1
ROGDI	sgRNA049481	1
ROGDI	sgRNA049482	1
NNMT	sgRNA012681	1
NNMT	sgRNA012682	1
NNMT	sgRNA012683	1
NNMT	sgRNA012684	1
CDHR2	sgRNA040682	1
CDHR2	sgRNA040681	1
CDHR2	sgRNA040680	1
CDHR2	sgRNA040679	1
C19orf43	sgRNA048677	1
C19orf43	sgRNA048676	1
C19orf43	sgRNA048675	1
C19orf43	sgRNA048678	1
PPP3CA	sgRNA014662	1
PPP3CA	sgRNA014663	1
PPP3CA	sgRNA014661	1
PPP3CA	sgRNA014664	1
MYOF	sgRNA035088	1
MYOF	sgRNA035090	1
MYOF	sgRNA035087	1
MYOF	sgRNA035089	1
FAM134B	sgRNA039979	1
FAM134B	sgRNA039981	1
FAM134B	sgRNA039980	1
FAM134B	sgRNA039982	1
ATAD3B	sgRNA052546	1
ATAD3B	sgRNA052543	1
ATAD3B	sgRNA052545	1
ATAD3B	sgRNA052544	1
FUK	sgRNA064502	1
FUK	sgRNA064504	1
FUK	sgRNA064501	1
FUK	sgRNA064503	1
TRPC5	sgRNA019609	1
TRPC5	sgRNA019611	1
TRPC5	sgRNA019610	1
TRPC5	sgRNA019612	1
LEPROT	sgRNA040471	1
LEPROT	sgRNA040474	1
LEPROT	sgRNA040473	1
LEPROT	sgRNA040472	1
ZDHHC6	sgRNA047790	1
ZDHHC6	sgRNA047789	1
ZDHHC6	sgRNA047787	1
ZDHHC6	sgRNA047788	1
C9orf41	sgRNA060563	1
C9orf41	sgRNA060562	1
C9orf41	sgRNA060564	1
C9orf41	sgRNA060561	1
USP17L8	sgRNA072008	1
USP17L8	sgRNA072006	1
USP17L8	sgRNA072007	1
USP17L8	sgRNA072005	1
FKBP5	sgRNA006368	1
FKBP5	sgRNA006365	1
FKBP5	sgRNA006366	1
FKBP5	sgRNA006367	1
REG1A	sgRNA015987	1
REG1A	sgRNA015985	1
REG1A	sgRNA015986	1
REG1A	sgRNA015988	1
DGUOK	sgRNA004733	1
DGUOK	sgRNA004734	1
DGUOK	sgRNA004735	1
DGUOK	sgRNA004736	1
CHRNB3	sgRNA003250	1
CHRNB3	sgRNA003251	1
CHRNB3	sgRNA003249	1
CHRNB3	sgRNA003252	1
DMRT2	sgRNA028817	1
DMRT2	sgRNA028815	1
DMRT2	sgRNA028818	1
DMRT2	sgRNA028816	1
SLC2A6	sgRNA030399	1
SLC2A6	sgRNA030402	1
SLC2A6	sgRNA030400	1
SLC2A6	sgRNA030401	1
TMEM201	sgRNA064616	1
TMEM201	sgRNA064613	1
TMEM201	sgRNA064615	1
TMEM201	sgRNA064614	1
TMEM82	sgRNA071110	1
TMEM82	sgRNA071111	1
TMEM82	sgRNA071109	1
TMEM82	sgRNA071112	1
TRAP1	sgRNA027108	1
TRAP1	sgRNA027106	1
TRAP1	sgRNA027107	1
TRAP1	sgRNA027105	1
LAMTOR1	sgRNA041289	1
LAMTOR1	sgRNA041287	1
LAMTOR1	sgRNA041290	1
LAMTOR1	sgRNA041288	1
PRAMEF15	sgRNA074373	1
PRAMEF15	sgRNA074371	1
PRAMEF15	sgRNA074370	1
PRAMEF15	sgRNA074372	1
GPR143	sgRNA012955	1
GPR143	sgRNA012953	1
GPR143	sgRNA012954	1
GPR143	sgRNA012956	1
BNC1	sgRNA001764	1
BNC1	sgRNA001762	1
BNC1	sgRNA001763	1
BNC1	sgRNA001761	1
FAM150A	sgRNA071439	1
FAM150A	sgRNA071438	1
FAM150A	sgRNA071437	1
FAM150A	sgRNA071440	1
KLHL3	sgRNA034837	1
KLHL3	sgRNA034836	1
KLHL3	sgRNA034838	1
KLHL3	sgRNA034835	1
CES2	sgRNA023105	1
CES2	sgRNA023107	1
CES2	sgRNA023106	1
CES2	sgRNA023108	1
ADRA2A	sgRNA000412	1
ADRA2A	sgRNA000410	1
ADRA2A	sgRNA000411	1
ADRA2A	sgRNA000409	1
FASTKD1	sgRNA049602	1
FASTKD1	sgRNA049601	1
FASTKD1	sgRNA049600	1
FASTKD1	sgRNA049599	1
ADGRE5	sgRNA002765	1
ADGRE5	sgRNA002768	1
ADGRE5	sgRNA002766	1
ADGRE5	sgRNA002767	1
TNFAIP6	sgRNA019380	1
TNFAIP6	sgRNA019378	1
TNFAIP6	sgRNA019377	1
TNFAIP6	sgRNA019379	1
CLIC5	sgRNA039587	1
CLIC5	sgRNA039588	1
CLIC5	sgRNA039590	1
CLIC5	sgRNA039589	1
KRT7	sgRNA010333	1
KRT7	sgRNA010336	1
KRT7	sgRNA010335	1
KRT7	sgRNA010334	1
SOCS6	sgRNA024429	1
SOCS6	sgRNA024430	1
SOCS6	sgRNA024432	1
SOCS6	sgRNA024431	1
CGB5	sgRNA056586	1
CGB5	sgRNA056587	1
CGB5	sgRNA056585	1
CGB5	sgRNA056588	1
NEK11	sgRNA050169	1
NEK11	sgRNA050167	1
NEK11	sgRNA050168	1
NEK11	sgRNA050170	1
IGFBP7	sgRNA009333	1
IGFBP7	sgRNA009336	1
IGFBP7	sgRNA009334	1
IGFBP7	sgRNA009335	1
PON2	sgRNA014424	1
PON2	sgRNA014421	1
PON2	sgRNA014422	1
PON2	sgRNA014423	1
ZNF44	sgRNA039351	1
ZNF44	sgRNA039353	1
ZNF44	sgRNA039354	1
ZNF44	sgRNA039352	1
IL1A	sgRNA009374	1
IL1A	sgRNA009373	1
IL1A	sgRNA009375	1
IL1A	sgRNA009376	1
RHBG	sgRNA045065	1
RHBG	sgRNA045066	1
RHBG	sgRNA045063	1
RHBG	sgRNA045064	1
OSBPL2	sgRNA026308	1
OSBPL2	sgRNA026305	1
OSBPL2	sgRNA026306	1
OSBPL2	sgRNA026307	1
KRT38	sgRNA022683	1
KRT38	sgRNA022684	1
KRT38	sgRNA022681	1
KRT38	sgRNA022682	1
VCX3A	sgRNA038862	1
VCX3A	sgRNA038859	1
VCX3A	sgRNA038861	1
VCX3A	sgRNA038860	1
NDUFAF6	sgRNA060485	1
NDUFAF6	sgRNA060488	1
NDUFAF6	sgRNA060487	1
NDUFAF6	sgRNA060486	1
GTSF1L	sgRNA062221	1
GTSF1L	sgRNA062224	1
GTSF1L	sgRNA062223	1
GTSF1L	sgRNA062222	1
SLC43A1	sgRNA022116	1
SLC43A1	sgRNA022113	1
SLC43A1	sgRNA022115	1
SLC43A1	sgRNA022114	1
OR10H1	sgRNA035164	1
OR10H1	sgRNA035166	1
OR10H1	sgRNA035163	1
OR10H1	sgRNA035165	1
POTEJ	sgRNA074403	1
POTEJ	sgRNA074405	1
POTEJ	sgRNA074404	1
POTEJ	sgRNA074402	1
RAX	sgRNA037061	1
RAX	sgRNA037062	1
RAX	sgRNA037059	1
RAX	sgRNA037060	1
SIKE1	sgRNA050774	1
SIKE1	sgRNA050771	1
SIKE1	sgRNA050773	1
SIKE1	sgRNA050772	1
POC1B	sgRNA067152	1
POC1B	sgRNA067149	1
POC1B	sgRNA067150	1
POC1B	sgRNA067151	1
SLC4A5	sgRNA046473	1
SLC4A5	sgRNA046471	1
SLC4A5	sgRNA046474	1
SLC4A5	sgRNA046472	1
ACTR8	sgRNA056605	1
ACTR8	sgRNA056607	1
ACTR8	sgRNA056606	1
ACTR8	sgRNA056608	1
CR1L	sgRNA003838	1
CR1L	sgRNA003840	1
CR1L	sgRNA003837	1
CR1L	sgRNA003839	1
CCL3	sgRNA016965	1
CCL3	sgRNA016968	1
CCL3	sgRNA016967	1
CCL3	sgRNA016966	1
SNCA	sgRNA017848	1
SNCA	sgRNA017847	1
SNCA	sgRNA017846	1
SNCA	sgRNA017845	1
NXPH4	sgRNA030586	1
NXPH4	sgRNA030585	1
NXPH4	sgRNA030583	1
NXPH4	sgRNA030584	1
DPY19L3	sgRNA061926	1
DPY19L3	sgRNA061925	1
DPY19L3	sgRNA061927	1
DPY19L3	sgRNA061928	1
LARP4B	sgRNA032002	1
LARP4B	sgRNA032001	1
LARP4B	sgRNA032000	1
LARP4B	sgRNA031999	1
SLC38A11	sgRNA062479	1
SLC38A11	sgRNA062480	1
SLC38A11	sgRNA062477	1
SLC38A11	sgRNA062478	1
TIMM9	sgRNA035111	1
TIMM9	sgRNA035114	1
TIMM9	sgRNA035112	1
TIMM9	sgRNA035113	1
OR2T6	sgRNA066518	1
OR2T6	sgRNA066519	1
OR2T6	sgRNA066517	1
OR2T6	sgRNA066520	1
SPR	sgRNA018096	1
SPR	sgRNA018095	1
SPR	sgRNA018094	1
SPR	sgRNA018093	1
OR2J3	sgRNA073240	1
OR2J3	sgRNA073239	1
OR2J3	sgRNA073237	1
OR2J3	sgRNA073238	1
KPNA7	sgRNA072567	1
KPNA7	sgRNA072566	1
KPNA7	sgRNA072568	1
KPNA7	sgRNA072565	1
BSPRY	sgRNA040715	1
BSPRY	sgRNA040718	1
BSPRY	sgRNA040716	1
BSPRY	sgRNA040717	1
CYP27C1	sgRNA069005	1
CYP27C1	sgRNA069006	1
CYP27C1	sgRNA069007	1
CYP27C1	sgRNA069008	1
TNS3	sgRNA047970	1
TNS3	sgRNA047967	1
TNS3	sgRNA047968	1
TNS3	sgRNA047969	1
ERO1L	sgRNA037029	1
ERO1L	sgRNA037027	1
ERO1L	sgRNA037028	1
ERO1L	sgRNA037030	1
SFMBT2	sgRNA046309	1
SFMBT2	sgRNA046310	1
SFMBT2	sgRNA046308	1
SFMBT2	sgRNA046307	1
PLIN5	sgRNA072944	1
PLIN5	sgRNA072942	1
PLIN5	sgRNA072941	1
PLIN5	sgRNA072943	1
NAA25	sgRNA050612	1
NAA25	sgRNA050613	1
NAA25	sgRNA050614	1
NAA25	sgRNA050611	1
SRCIN1	sgRNA051257	1
SRCIN1	sgRNA051256	1
SRCIN1	sgRNA051255	1
SRCIN1	sgRNA051258	1
LRP5L	sgRNA055810	1
LRP5L	sgRNA055809	1
LRP5L	sgRNA055807	1
LRP5L	sgRNA055808	1
MAN1A2	sgRNA029499	1
MAN1A2	sgRNA029502	1
MAN1A2	sgRNA029501	1
MAN1A2	sgRNA029500	1
DPP3	sgRNA026911	1
DPP3	sgRNA026910	1
DPP3	sgRNA026909	1
DPP3	sgRNA026912	1
ATP8A1	sgRNA027948	1
ATP8A1	sgRNA027946	1
ATP8A1	sgRNA027945	1
ATP8A1	sgRNA027947	1
TMEM160	sgRNA041132	1
TMEM160	sgRNA041134	1
TMEM160	sgRNA041133	1
TMEM160	sgRNA041131	1
OR4D9	sgRNA071700	1
OR4D9	sgRNA071698	1
OR4D9	sgRNA071699	1
OR4D9	sgRNA071697	1
PGLYRP2	sgRNA057163	1
PGLYRP2	sgRNA057164	1
PGLYRP2	sgRNA057162	1
PGLYRP2	sgRNA057161	1
ZSCAN32	sgRNA041013	1
ZSCAN32	sgRNA041012	1
ZSCAN32	sgRNA041014	1
ZSCAN32	sgRNA041011	1
TMEM51	sgRNA041541	1
TMEM51	sgRNA041540	1
TMEM51	sgRNA041539	1
TMEM51	sgRNA041542	1
SLC11A1	sgRNA017612	1
SLC11A1	sgRNA017610	1
SLC11A1	sgRNA017611	1
SLC11A1	sgRNA017609	1
PARN	sgRNA013314	1
PARN	sgRNA013316	1
PARN	sgRNA013315	1
PARN	sgRNA013313	1
CXCL14	sgRNA025180	1
CXCL14	sgRNA025179	1
CXCL14	sgRNA025178	1
CXCL14	sgRNA025177	1
MTUS2	sgRNA032328	1
MTUS2	sgRNA032327	1
MTUS2	sgRNA032329	1
MTUS2	sgRNA032330	1
TMEM135	sgRNA048408	1
TMEM135	sgRNA048410	1
TMEM135	sgRNA048407	1
TMEM135	sgRNA048409	1
ANGEL1	sgRNA032561	1
ANGEL1	sgRNA032559	1
ANGEL1	sgRNA032562	1
ANGEL1	sgRNA032560	1
APOA4	sgRNA000949	1
APOA4	sgRNA000950	1
APOA4	sgRNA000951	1
APOA4	sgRNA000952	1
