Gene	sgRNA	eff
MRPS11	sgRNA048295	1
MRPS11	sgRNA048298	1
MRPS11	sgRNA048297	1
MRPS11	sgRNA048296	1
CDH19	sgRNA036183	1
CDH19	sgRNA036185	1
CDH19	sgRNA036184	1
CDH19	sgRNA036186	1
SEPN1	sgRNA045253	1
SEPN1	sgRNA045252	1
SEPN1	sgRNA045251	1
SEPN1	sgRNA045254	1
GHDC	sgRNA053709	1
GHDC	sgRNA053708	1
GHDC	sgRNA053710	1
GHDC	sgRNA053707	1
FBXO16	sgRNA063022	1
FBXO16	sgRNA063021	1
FBXO16	sgRNA063024	1
FBXO16	sgRNA063023	1
SKI	sgRNA017397	1
SKI	sgRNA017398	1
SKI	sgRNA017400	1
SKI	sgRNA017399	1
HOXB9	sgRNA008710	1
HOXB9	sgRNA008711	1
HOXB9	sgRNA008712	1
HOXB9	sgRNA008709	1
SSX5	sgRNA018309	1
SSX5	sgRNA018310	1
SSX5	sgRNA018312	1
SSX5	sgRNA018311	1
TARBP1	sgRNA018711	1
TARBP1	sgRNA018709	1
TARBP1	sgRNA018710	1
TARBP1	sgRNA018712	1
SLC35C2	sgRNA037508	1
SLC35C2	sgRNA037509	1
SLC35C2	sgRNA037510	1
SLC35C2	sgRNA037507	1
YRDC	sgRNA049652	1
YRDC	sgRNA049653	1
YRDC	sgRNA049651	1
YRDC	sgRNA049654	1
TP53RK	sgRNA056880	1
TP53RK	sgRNA056879	1
TP53RK	sgRNA056877	1
TP53RK	sgRNA056878	1
TRABD2A	sgRNA059678	1
TRABD2A	sgRNA059680	1
TRABD2A	sgRNA059679	1
TRABD2A	sgRNA059677	1
RANBP3	sgRNA022101	1
RANBP3	sgRNA022103	1
RANBP3	sgRNA022104	1
RANBP3	sgRNA022102	1
CELSR1	sgRNA025385	1
CELSR1	sgRNA025387	1
CELSR1	sgRNA025386	1
CELSR1	sgRNA025388	1
COPRS	sgRNA042430	1
COPRS	sgRNA042427	1
COPRS	sgRNA042429	1
COPRS	sgRNA042428	1
SH3TC2	sgRNA049436	1
SH3TC2	sgRNA049437	1
SH3TC2	sgRNA049438	1
SH3TC2	sgRNA049435	1
KRT19	sgRNA010379	1
KRT19	sgRNA010380	1
KRT19	sgRNA010378	1
KRT19	sgRNA010377	1
NNAT	sgRNA012645	1
NNAT	sgRNA012646	1
NNAT	sgRNA012647	1
NNAT	sgRNA012648	1
DHDH	sgRNA035955	1
DHDH	sgRNA035958	1
DHDH	sgRNA035956	1
DHDH	sgRNA035957	1
ANKRD50	sgRNA045224	1
ANKRD50	sgRNA045223	1
ANKRD50	sgRNA045226	1
ANKRD50	sgRNA045225	1
CFAP97	sgRNA045941	1
CFAP97	sgRNA045939	1
CFAP97	sgRNA045942	1
CFAP97	sgRNA045940	1
FAM173A	sgRNA048563	1
FAM173A	sgRNA048566	1
FAM173A	sgRNA048564	1
FAM173A	sgRNA048565	1
PAIP2B	sgRNA072319	1
PAIP2B	sgRNA072317	1
PAIP2B	sgRNA072318	1
PAIP2B	sgRNA072320	1
MTIF3	sgRNA065219	1
MTIF3	sgRNA065218	1
MTIF3	sgRNA065217	1
MTIF3	sgRNA065220	1
DUSP28	sgRNA068059	1
DUSP28	sgRNA068058	1
DUSP28	sgRNA068060	1
DUSP28	sgRNA068057	1
DCAF8	sgRNA037323	1
DCAF8	sgRNA037326	1
DCAF8	sgRNA037324	1
DCAF8	sgRNA037325	1
URB2	sgRNA026065	1
URB2	sgRNA026067	1
URB2	sgRNA026068	1
URB2	sgRNA026066	1
AK4	sgRNA000568	1
AK4	sgRNA000565	1
AK4	sgRNA000566	1
AK4	sgRNA000567	1
VDR	sgRNA020126	1
VDR	sgRNA020125	1
VDR	sgRNA020128	1
VDR	sgRNA020127	1
C7orf71	sgRNA068310	1
C7orf71	sgRNA068311	1
C7orf71	sgRNA068312	1
C7orf71	sgRNA068309	1
SCAF4	sgRNA045532	1
SCAF4	sgRNA045534	1
SCAF4	sgRNA045531	1
SCAF4	sgRNA045533	1
FAM214B	sgRNA051007	1
FAM214B	sgRNA051009	1
FAM214B	sgRNA051010	1
FAM214B	sgRNA051008	1
ZNF622	sgRNA055481	1
ZNF622	sgRNA055480	1
ZNF622	sgRNA055479	1
ZNF622	sgRNA055482	1
GCSAML	sgRNA062081	1
GCSAML	sgRNA062084	1
GCSAML	sgRNA062082	1
GCSAML	sgRNA062083	1
OR8H2	sgRNA071643	1
OR8H2	sgRNA071644	1
OR8H2	sgRNA071642	1
OR8H2	sgRNA071641	1
HSD11B1	sgRNA008879	1
HSD11B1	sgRNA008880	1
HSD11B1	sgRNA008878	1
HSD11B1	sgRNA008877	1
GALNT3	sgRNA006854	1
GALNT3	sgRNA006856	1
GALNT3	sgRNA006853	1
GALNT3	sgRNA006855	1
MPZ	sgRNA011729	1
MPZ	sgRNA011731	1
MPZ	sgRNA011730	1
MPZ	sgRNA011732	1
ACSBG2	sgRNA051798	1
ACSBG2	sgRNA051797	1
ACSBG2	sgRNA051796	1
ACSBG2	sgRNA051795	1
LYSMD4	sgRNA061467	1
LYSMD4	sgRNA061468	1
LYSMD4	sgRNA061466	1
LYSMD4	sgRNA061465	1
USP51	sgRNA063249	1
USP51	sgRNA063251	1
USP51	sgRNA063250	1
USP51	sgRNA063252	1
TIGD2	sgRNA063914	1
TIGD2	sgRNA063913	1
TIGD2	sgRNA063915	1
TIGD2	sgRNA063916	1
DMD	sgRNA004849	1
DMD	sgRNA004851	1
DMD	sgRNA004850	1
DMD	sgRNA004852	1
NUS1	sgRNA057662	1
NUS1	sgRNA057661	1
NUS1	sgRNA057664	1
NUS1	sgRNA057663	1
CDH1	sgRNA002829	1
CDH1	sgRNA002832	1
CDH1	sgRNA002831	1
CDH1	sgRNA002830	1
KIAA1024L	sgRNA075138	1
KIAA1024L	sgRNA075136	1
KIAA1024L	sgRNA075137	1
KIAA1024L	sgRNA075139	1
RAB11FIP5	sgRNA034472	1
RAB11FIP5	sgRNA034473	1
RAB11FIP5	sgRNA034474	1
RAB11FIP5	sgRNA034471	1
HRK	sgRNA022847	1
HRK	sgRNA022846	1
HRK	sgRNA022845	1
HRK	sgRNA022848	1
TXNIP	sgRNA028722	1
TXNIP	sgRNA028724	1
TXNIP	sgRNA028723	1
TXNIP	sgRNA028721	1
FAM151B	sgRNA063963	1
FAM151B	sgRNA063964	1
FAM151B	sgRNA063961	1
FAM151B	sgRNA063962	1
FBXL18	sgRNA050640	1
FBXL18	sgRNA050641	1
FBXL18	sgRNA050639	1
FBXL18	sgRNA050642	1
THAP1	sgRNA041708	1
THAP1	sgRNA041707	1
THAP1	sgRNA041710	1
THAP1	sgRNA041709	1
TAF4	sgRNA018639	1
TAF4	sgRNA018640	1
TAF4	sgRNA018637	1
TAF4	sgRNA018638	1
TPH1	sgRNA019487	1
TPH1	sgRNA019485	1
TPH1	sgRNA019486	1
TPH1	sgRNA019488	1
LHX8	sgRNA072819	1
LHX8	sgRNA072820	1
LHX8	sgRNA072817	1
LHX8	sgRNA072818	1
ZC2HC1A	sgRNA037804	1
ZC2HC1A	sgRNA037805	1
ZC2HC1A	sgRNA037803	1
ZC2HC1A	sgRNA037806	1
BLOC1S4	sgRNA042350	1
BLOC1S4	sgRNA042347	1
BLOC1S4	sgRNA042348	1
BLOC1S4	sgRNA042349	1
C2orf44	sgRNA051066	1
C2orf44	sgRNA051064	1
C2orf44	sgRNA051065	1
C2orf44	sgRNA051063	1
VPS8	sgRNA032558	1
VPS8	sgRNA032557	1
VPS8	sgRNA032556	1
VPS8	sgRNA032555	1
GNL2	sgRNA036709	1
GNL2	sgRNA036707	1
GNL2	sgRNA036710	1
GNL2	sgRNA036708	1
KCNV2	sgRNA064073	1
KCNV2	sgRNA064075	1
KCNV2	sgRNA064074	1
KCNV2	sgRNA064076	1
NDUFC2	sgRNA012359	1
NDUFC2	sgRNA012360	1
NDUFC2	sgRNA012358	1
NDUFC2	sgRNA012357	1
CAPN15	sgRNA017948	1
CAPN15	sgRNA017945	1
CAPN15	sgRNA017947	1
CAPN15	sgRNA017946	1
SLC6A13	sgRNA017558	1
SLC6A13	sgRNA017559	1
SLC6A13	sgRNA017557	1
SLC6A13	sgRNA017560	1
HIST1H2BC	sgRNA021688	1
HIST1H2BC	sgRNA021686	1
HIST1H2BC	sgRNA021687	1
HIST1H2BC	sgRNA021685	1
ZNF860	sgRNA069630	1
ZNF860	sgRNA069632	1
ZNF860	sgRNA069629	1
ZNF860	sgRNA069631	1
PLAC8L1	sgRNA062837	1
PLAC8L1	sgRNA062839	1
PLAC8L1	sgRNA062838	1
PLAC8L1	sgRNA062840	1
KRT71	sgRNA056858	1
KRT71	sgRNA056859	1
KRT71	sgRNA056860	1
KRT71	sgRNA056857	1
RAD54L	sgRNA021931	1
RAD54L	sgRNA021930	1
RAD54L	sgRNA021929	1
RAD54L	sgRNA021932	1
ARFGEF1	sgRNA028512	1
ARFGEF1	sgRNA028511	1
ARFGEF1	sgRNA028509	1
ARFGEF1	sgRNA028510	1
NBN	sgRNA012226	1
NBN	sgRNA012225	1
NBN	sgRNA012227	1
NBN	sgRNA012228	1
SDCCAG3	sgRNA029230	1
SDCCAG3	sgRNA029228	1
SDCCAG3	sgRNA029229	1
SDCCAG3	sgRNA029227	1
TAL1	sgRNA018685	1
TAL1	sgRNA018686	1
TAL1	sgRNA018687	1
TAL1	sgRNA018688	1
AKR7A3	sgRNA031346	1
AKR7A3	sgRNA031343	1
AKR7A3	sgRNA031345	1
AKR7A3	sgRNA031344	1
SC5D	sgRNA016839	1
SC5D	sgRNA016837	1
SC5D	sgRNA016840	1
SC5D	sgRNA016838	1
SAMD4B	sgRNA041551	1
SAMD4B	sgRNA041553	1
SAMD4B	sgRNA041554	1
SAMD4B	sgRNA041552	1
IL37	sgRNA035751	1
IL37	sgRNA035752	1
IL37	sgRNA035754	1
IL37	sgRNA035753	1
CYFIP1	sgRNA032020	1
CYFIP1	sgRNA032019	1
CYFIP1	sgRNA032021	1
CYFIP1	sgRNA032022	1
GBX1	sgRNA006955	1
GBX1	sgRNA006953	1
GBX1	sgRNA006954	1
GBX1	sgRNA006956	1
TTC30B	sgRNA062393	1
TTC30B	sgRNA062394	1
TTC30B	sgRNA062396	1
TTC30B	sgRNA062395	1
UTP11L	sgRNA037863	1
UTP11L	sgRNA037865	1
UTP11L	sgRNA037866	1
UTP11L	sgRNA037864	1
KCNK12	sgRNA044350	1
KCNK12	sgRNA044349	1
KCNK12	sgRNA044347	1
KCNK12	sgRNA044348	1
TCEB3C	sgRNA063562	1
TCEB3C	sgRNA063563	1
TCEB3C	sgRNA063564	1
TCEB3C	sgRNA063561	1
ZGPAT	sgRNA053847	1
ZGPAT	sgRNA053850	1
ZGPAT	sgRNA053849	1
ZGPAT	sgRNA053848	1
HIPK4	sgRNA061858	1
HIPK4	sgRNA061857	1
HIPK4	sgRNA061859	1
HIPK4	sgRNA061860	1
AKNAD1	sgRNA066451	1
AKNAD1	sgRNA066449	1
AKNAD1	sgRNA066452	1
AKNAD1	sgRNA066450	1
CST8	sgRNA026822	1
CST8	sgRNA026824	1
CST8	sgRNA026821	1
CST8	sgRNA026823	1
DYM	sgRNA040624	1
DYM	sgRNA040623	1
DYM	sgRNA040625	1
DYM	sgRNA040626	1
MAGEC3	sgRNA060653	1
MAGEC3	sgRNA060654	1
MAGEC3	sgRNA060655	1
MAGEC3	sgRNA060656	1
LRRC36	sgRNA042190	1
LRRC36	sgRNA042188	1
LRRC36	sgRNA042189	1
LRRC36	sgRNA042187	1
MEIG1	sgRNA073961	1
MEIG1	sgRNA073958	1
MEIG1	sgRNA073960	1
MEIG1	sgRNA073959	1
FBXL4	sgRNA034812	1
FBXL4	sgRNA034814	1
FBXL4	sgRNA034811	1
FBXL4	sgRNA034813	1
SARM1	sgRNA031727	1
SARM1	sgRNA031728	1
SARM1	sgRNA031730	1
SARM1	sgRNA031729	1
THEG5	sgRNA075977	1
THEG5	sgRNA075975	1
THEG5	sgRNA075976	1
THEG5	sgRNA075974	1
ABCA5	sgRNA032859	1
ABCA5	sgRNA032860	1
ABCA5	sgRNA032861	1
ABCA5	sgRNA032862	1
STX11	sgRNA022656	1
STX11	sgRNA022653	1
STX11	sgRNA022654	1
STX11	sgRNA022655	1
RABAC1	sgRNA028517	1
RABAC1	sgRNA028519	1
RABAC1	sgRNA028520	1
RABAC1	sgRNA028518	1
CD9	sgRNA002598	1
CD9	sgRNA002597	1
CD9	sgRNA002599	1
CD9	sgRNA002600	1
LHFPL2	sgRNA027277	1
LHFPL2	sgRNA027279	1
LHFPL2	sgRNA027278	1
LHFPL2	sgRNA027280	1
ATM	sgRNA001315	1
ATM	sgRNA001314	1
ATM	sgRNA001316	1
ATM	sgRNA001313	1
RALYL	sgRNA060543	1
RALYL	sgRNA060541	1
RALYL	sgRNA060542	1
RALYL	sgRNA060544	1
LIX1	sgRNA063953	1
LIX1	sgRNA063956	1
LIX1	sgRNA063954	1
LIX1	sgRNA063955	1
MURC	sgRNA069797	1
MURC	sgRNA069800	1
MURC	sgRNA069798	1
MURC	sgRNA069799	1
HMGN4	sgRNA028201	1
HMGN4	sgRNA028204	1
HMGN4	sgRNA028202	1
HMGN4	sgRNA028203	1
FERD3L	sgRNA066069	1
FERD3L	sgRNA066072	1
FERD3L	sgRNA066070	1
FERD3L	sgRNA066071	1
STK31	sgRNA044088	1
STK31	sgRNA044090	1
STK31	sgRNA044087	1
STK31	sgRNA044089	1
MCHR2	sgRNA053767	1
MCHR2	sgRNA053769	1
MCHR2	sgRNA053770	1
MCHR2	sgRNA053768	1
NCKAP1L	sgRNA008288	1
NCKAP1L	sgRNA008285	1
NCKAP1L	sgRNA008286	1
NCKAP1L	sgRNA008287	1
EIF3E	sgRNA009671	1
EIF3E	sgRNA009670	1
EIF3E	sgRNA009669	1
EIF3E	sgRNA009672	1
PNPLA3	sgRNA051174	1
PNPLA3	sgRNA051172	1
PNPLA3	sgRNA051171	1
PNPLA3	sgRNA051173	1
SHROOM2	sgRNA001016	1
SHROOM2	sgRNA001015	1
SHROOM2	sgRNA001014	1
SHROOM2	sgRNA001013	1
CISH	sgRNA003287	1
CISH	sgRNA003286	1
CISH	sgRNA003285	1
CISH	sgRNA003288	1
AKAP17A	sgRNA021443	1
AKAP17A	sgRNA021442	1
AKAP17A	sgRNA021441	1
AKAP17A	sgRNA021444	1
CNRIP1	sgRNA034107	1
CNRIP1	sgRNA034108	1
CNRIP1	sgRNA034110	1
CNRIP1	sgRNA034109	1
PSD4	sgRNA033137	1
PSD4	sgRNA033138	1
PSD4	sgRNA033135	1
PSD4	sgRNA033136	1
TSPAN6	sgRNA019312	1
TSPAN6	sgRNA019311	1
TSPAN6	sgRNA019310	1
TSPAN6	sgRNA019309	1
SMC5	sgRNA031835	1
SMC5	sgRNA031838	1
SMC5	sgRNA031837	1
SMC5	sgRNA031836	1
WTIP	sgRNA059138	1
WTIP	sgRNA059139	1
WTIP	sgRNA059137	1
WTIP	sgRNA059140	1
ZNF185	sgRNA020777	1
ZNF185	sgRNA020780	1
ZNF185	sgRNA020779	1
ZNF185	sgRNA020778	1
ALX3	sgRNA000702	1
ALX3	sgRNA000701	1
ALX3	sgRNA000704	1
ALX3	sgRNA000703	1
EPHX1	sgRNA005691	1
EPHX1	sgRNA005689	1
EPHX1	sgRNA005692	1
EPHX1	sgRNA005690	1
PSME1	sgRNA015285	1
PSME1	sgRNA015286	1
PSME1	sgRNA015287	1
PSME1	sgRNA015288	1
KCTD13	sgRNA066377	1
KCTD13	sgRNA066379	1
KCTD13	sgRNA066380	1
KCTD13	sgRNA066378	1
OR5V1	sgRNA051877	1
OR5V1	sgRNA051876	1
OR5V1	sgRNA051878	1
OR5V1	sgRNA051875	1
OXLD1	sgRNA068878	1
OXLD1	sgRNA068879	1
OXLD1	sgRNA068877	1
OXLD1	sgRNA068880	1
TK1	sgRNA019228	1
TK1	sgRNA019226	1
TK1	sgRNA019227	1
TK1	sgRNA019225	1
ANO2	sgRNA044978	1
ANO2	sgRNA044977	1
ANO2	sgRNA044976	1
ANO2	sgRNA044975	1
CXorf58	sgRNA066414	1
CXorf58	sgRNA066415	1
CXorf58	sgRNA066413	1
CXorf58	sgRNA066416	1
RHO	sgRNA016142	1
RHO	sgRNA016141	1
RHO	sgRNA016143	1
RHO	sgRNA016144	1
VPS26B	sgRNA056891	1
VPS26B	sgRNA056892	1
VPS26B	sgRNA056889	1
VPS26B	sgRNA056890	1
SLC6A15	sgRNA041621	1
SLC6A15	sgRNA041619	1
SLC6A15	sgRNA041622	1
SLC6A15	sgRNA041620	1
MPHOSPH6	sgRNA027326	1
MPHOSPH6	sgRNA027328	1
MPHOSPH6	sgRNA027327	1
MPHOSPH6	sgRNA027325	1
CD47	sgRNA002712	1
CD47	sgRNA002710	1
CD47	sgRNA002709	1
CD47	sgRNA002711	1
PCED1B	sgRNA055871	1
PCED1B	sgRNA055869	1
PCED1B	sgRNA055872	1
PCED1B	sgRNA055870	1
ASZ1	sgRNA060464	1
ASZ1	sgRNA060462	1
ASZ1	sgRNA060461	1
ASZ1	sgRNA060463	1
COL4A3	sgRNA003570	1
COL4A3	sgRNA003572	1
COL4A3	sgRNA003571	1
COL4A3	sgRNA003569	1
DYDC2	sgRNA053513	1
DYDC2	sgRNA053514	1
DYDC2	sgRNA053511	1
DYDC2	sgRNA053512	1
ARHGAP32	sgRNA025818	1
ARHGAP32	sgRNA025817	1
ARHGAP32	sgRNA025819	1
ARHGAP32	sgRNA025820	1
CCDC160	sgRNA069829	1
CCDC160	sgRNA069831	1
CCDC160	sgRNA069830	1
CCDC160	sgRNA069832	1
CHD8	sgRNA046199	1
CHD8	sgRNA046200	1
CHD8	sgRNA046202	1
CHD8	sgRNA046201	1
BCL9	sgRNA001662	1
BCL9	sgRNA001663	1
BCL9	sgRNA001661	1
BCL9	sgRNA001664	1
TBK1	sgRNA036512	1
TBK1	sgRNA036513	1
TBK1	sgRNA036511	1
TBK1	sgRNA036514	1
REPIN1	sgRNA036647	1
REPIN1	sgRNA036650	1
REPIN1	sgRNA036649	1
REPIN1	sgRNA036648	1
NPY2R	sgRNA012822	1
NPY2R	sgRNA012821	1
NPY2R	sgRNA012824	1
NPY2R	sgRNA012823	1
MBOAT1	sgRNA062869	1
MBOAT1	sgRNA062871	1
MBOAT1	sgRNA062872	1
MBOAT1	sgRNA062870	1
ROBO4	sgRNA040181	1
ROBO4	sgRNA040182	1
ROBO4	sgRNA040179	1
ROBO4	sgRNA040180	1
SLC44A1	sgRNA032832	1
SLC44A1	sgRNA032834	1
SLC44A1	sgRNA032831	1
SLC44A1	sgRNA032833	1
RPE65	sgRNA016294	1
RPE65	sgRNA016293	1
RPE65	sgRNA016295	1
RPE65	sgRNA016296	1
FOXR2	sgRNA060734	1
FOXR2	sgRNA060736	1
FOXR2	sgRNA060735	1
FOXR2	sgRNA060733	1
AP1S2	sgRNA023363	1
AP1S2	sgRNA023364	1
AP1S2	sgRNA023362	1
AP1S2	sgRNA023361	1
HLA-A	sgRNA008378	1
HLA-A	sgRNA008380	1
HLA-A	sgRNA008377	1
HLA-A	sgRNA008379	1
OR51A4	sgRNA072507	1
OR51A4	sgRNA072505	1
OR51A4	sgRNA072508	1
OR51A4	sgRNA072506	1
GHR	sgRNA007113	1
GHR	sgRNA007116	1
GHR	sgRNA007114	1
GHR	sgRNA007115	1
C14orf79	sgRNA058488	1
C14orf79	sgRNA058485	1
C14orf79	sgRNA058486	1
C14orf79	sgRNA058487	1
SLCO6A1	sgRNA060159	1
SLCO6A1	sgRNA060160	1
SLCO6A1	sgRNA060158	1
SLCO6A1	sgRNA060157	1
RABEPK	sgRNA027496	1
RABEPK	sgRNA027495	1
RABEPK	sgRNA027493	1
RABEPK	sgRNA027494	1
OPHN1	sgRNA013052	1
OPHN1	sgRNA013049	1
OPHN1	sgRNA013051	1
OPHN1	sgRNA013050	1
SEMA5B	sgRNA039919	1
SEMA5B	sgRNA039920	1
SEMA5B	sgRNA039922	1
SEMA5B	sgRNA039921	1
HIF3A	sgRNA047661	1
HIF3A	sgRNA047660	1
HIF3A	sgRNA047659	1
HIF3A	sgRNA047662	1
LY6G5C	sgRNA051290	1
LY6G5C	sgRNA051288	1
LY6G5C	sgRNA051287	1
LY6G5C	sgRNA051289	1
LAMTOR5	sgRNA028433	1
LAMTOR5	sgRNA028435	1
LAMTOR5	sgRNA028434	1
LAMTOR5	sgRNA028436	1
EXT2	sgRNA005903	1
EXT2	sgRNA005901	1
EXT2	sgRNA005904	1
EXT2	sgRNA005902	1
TMEM204	sgRNA049524	1
TMEM204	sgRNA049526	1
TMEM204	sgRNA049523	1
TMEM204	sgRNA049525	1
MTG2	sgRNA034702	1
MTG2	sgRNA034699	1
MTG2	sgRNA034700	1
MTG2	sgRNA034701	1
SOX15	sgRNA018002	1
SOX15	sgRNA018003	1
SOX15	sgRNA018001	1
SOX15	sgRNA018004	1
CYB5R1	sgRNA039347	1
CYB5R1	sgRNA039349	1
CYB5R1	sgRNA039350	1
CYB5R1	sgRNA039348	1
LOXL4	sgRNA053045	1
LOXL4	sgRNA053046	1
LOXL4	sgRNA053043	1
LOXL4	sgRNA053044	1
PRELID2	sgRNA062831	1
PRELID2	sgRNA062830	1
PRELID2	sgRNA062829	1
PRELID2	sgRNA062832	1
RAB40C	sgRNA046400	1
RAB40C	sgRNA046402	1
RAB40C	sgRNA046399	1
RAB40C	sgRNA046401	1
CDY2A	sgRNA024802	1
CDY2A	sgRNA024804	1
CDY2A	sgRNA024803	1
CDY2A	sgRNA024801	1
PRAMEF2	sgRNA048439	1
PRAMEF2	sgRNA048440	1
PRAMEF2	sgRNA048442	1
PRAMEF2	sgRNA048441	1
IL5RA	sgRNA009431	1
IL5RA	sgRNA009430	1
IL5RA	sgRNA009432	1
IL5RA	sgRNA009429	1
TCAIM	sgRNA068119	1
TCAIM	sgRNA068120	1
TCAIM	sgRNA068118	1
TCAIM	sgRNA068117	1
C1RL	sgRNA038336	1
C1RL	sgRNA038335	1
C1RL	sgRNA038337	1
C1RL	sgRNA038338	1
ADAD1	sgRNA060071	1
ADAD1	sgRNA060069	1
ADAD1	sgRNA060070	1
ADAD1	sgRNA060072	1
FDPS	sgRNA006189	1
FDPS	sgRNA006192	1
FDPS	sgRNA006191	1
FDPS	sgRNA006190	1
BTBD10	sgRNA053328	1
BTBD10	sgRNA053329	1
BTBD10	sgRNA053327	1
BTBD10	sgRNA053330	1
TMEM72	sgRNA073759	1
TMEM72	sgRNA073760	1
TMEM72	sgRNA073758	1
TMEM72	sgRNA073761	1
RPAP2	sgRNA050214	1
RPAP2	sgRNA050211	1
RPAP2	sgRNA050213	1
RPAP2	sgRNA050212	1
VPREB3	sgRNA036643	1
VPREB3	sgRNA036646	1
VPREB3	sgRNA036644	1
VPREB3	sgRNA036645	1
RPL12	sgRNA016343	1
RPL12	sgRNA016344	1
RPL12	sgRNA016342	1
RPL12	sgRNA016341	1
BAG4	sgRNA025119	1
BAG4	sgRNA025117	1
BAG4	sgRNA025120	1
BAG4	sgRNA025118	1
LAT	sgRNA035465	1
LAT	sgRNA035466	1
LAT	sgRNA035464	1
LAT	sgRNA035463	1
CCER1	sgRNA064429	1
CCER1	sgRNA064430	1
CCER1	sgRNA064431	1
CCER1	sgRNA064432	1
OR51V1	sgRNA067201	1
OR51V1	sgRNA067203	1
OR51V1	sgRNA067202	1
OR51V1	sgRNA067204	1
PSG6	sgRNA015121	1
PSG6	sgRNA015122	1
PSG6	sgRNA015123	1
PSG6	sgRNA015124	1
COL27A1	sgRNA054788	1
COL27A1	sgRNA054789	1
COL27A1	sgRNA054787	1
COL27A1	sgRNA054790	1
RC3H1	sgRNA062113	1
RC3H1	sgRNA062116	1
RC3H1	sgRNA062114	1
RC3H1	sgRNA062115	1
PCDH18	sgRNA040114	1
PCDH18	sgRNA040113	1
PCDH18	sgRNA040111	1
PCDH18	sgRNA040112	1
C7orf25	sgRNA048730	1
C7orf25	sgRNA048729	1
C7orf25	sgRNA048728	1
C7orf25	sgRNA048727	1
COX7A2	sgRNA003730	1
COX7A2	sgRNA003731	1
COX7A2	sgRNA003732	1
COX7A2	sgRNA003729	1
FNDC7	sgRNA063686	1
FNDC7	sgRNA063688	1
FNDC7	sgRNA063685	1
FNDC7	sgRNA063687	1
RGPD5	sgRNA053140	1
RGPD5	sgRNA053139	1
RGPD5	sgRNA053142	1
RGPD5	sgRNA053141	1
ANKRD12	sgRNA032239	1
ANKRD12	sgRNA032240	1
ANKRD12	sgRNA032242	1
ANKRD12	sgRNA032241	1
CPLX4	sgRNA068904	1
CPLX4	sgRNA068902	1
CPLX4	sgRNA068901	1
CPLX4	sgRNA068903	1
C15orf65	sgRNA061479	1
C15orf65	sgRNA061480	1
C15orf65	sgRNA061477	1
C15orf65	sgRNA061478	1
METTL9	sgRNA037834	1
METTL9	sgRNA037831	1
METTL9	sgRNA037832	1
METTL9	sgRNA037833	1
C17orf104	sgRNA067620	1
C17orf104	sgRNA067619	1
C17orf104	sgRNA067618	1
C17orf104	sgRNA067617	1
DNAJB9	sgRNA011276	1
DNAJB9	sgRNA011275	1
DNAJB9	sgRNA011273	1
DNAJB9	sgRNA011274	1
GLRA3	sgRNA021169	1
GLRA3	sgRNA021172	1
GLRA3	sgRNA021171	1
GLRA3	sgRNA021170	1
GRAMD1A	sgRNA046135	1
GRAMD1A	sgRNA046137	1
GRAMD1A	sgRNA046138	1
GRAMD1A	sgRNA046136	1
GOLGA8K	sgRNA074245	1
GOLGA8K	sgRNA074244	1
GOLGA8K	sgRNA074243	1
GOLGA8K	sgRNA074242	1
FRMD6	sgRNA058538	1
FRMD6	sgRNA058540	1
FRMD6	sgRNA058539	1
FRMD6	sgRNA058537	1
PRSS50	sgRNA036550	1
PRSS50	sgRNA036548	1
PRSS50	sgRNA036549	1
PRSS50	sgRNA036547	1
MUC15	sgRNA061210	1
MUC15	sgRNA061212	1
MUC15	sgRNA061211	1
MUC15	sgRNA061209	1
IFT88	sgRNA021293	1
IFT88	sgRNA021294	1
IFT88	sgRNA021296	1
IFT88	sgRNA021295	1
LIMD1	sgRNA023555	1
LIMD1	sgRNA023554	1
LIMD1	sgRNA023556	1
LIMD1	sgRNA023553	1
ZMIZ1	sgRNA045207	1
ZMIZ1	sgRNA045209	1
ZMIZ1	sgRNA045210	1
ZMIZ1	sgRNA045208	1
LPIN2	sgRNA025530	1
LPIN2	sgRNA025531	1
LPIN2	sgRNA025529	1
LPIN2	sgRNA025532	1
INS	sgRNA009624	1
INS	sgRNA009623	1
INS	sgRNA009621	1
INS	sgRNA009622	1
CDADC1	sgRNA051754	1
CDADC1	sgRNA051751	1
CDADC1	sgRNA051753	1
CDADC1	sgRNA051752	1
KRTCAP2	sgRNA064673	1
KRTCAP2	sgRNA064675	1
KRTCAP2	sgRNA064674	1
KRTCAP2	sgRNA064676	1
MRPS31	sgRNA027479	1
MRPS31	sgRNA027480	1
MRPS31	sgRNA027478	1
MRPS31	sgRNA027477	1
ABCC9	sgRNA026875	1
ABCC9	sgRNA026874	1
ABCC9	sgRNA026876	1
ABCC9	sgRNA026873	1
BTD	sgRNA001905	1
BTD	sgRNA001907	1
BTD	sgRNA001908	1
BTD	sgRNA001906	1
DLK1	sgRNA022974	1
DLK1	sgRNA022976	1
DLK1	sgRNA022973	1
DLK1	sgRNA022975	1
OR5W2	sgRNA071639	1
OR5W2	sgRNA071640	1
OR5W2	sgRNA071638	1
OR5W2	sgRNA071637	1
DNTT	sgRNA004955	1
DNTT	sgRNA004954	1
DNTT	sgRNA004956	1
DNTT	sgRNA004953	1
CCDC172	sgRNA070260	1
CCDC172	sgRNA070257	1
CCDC172	sgRNA070259	1
CCDC172	sgRNA070258	1
